recid,givenname,surname,suburb,postcode
00946542,robert,stempler,raleigh,27609
06402580,lee,murray,cullowhee,28723
03324784,hortensia,wild,charlotte,28277
03041999,russell,kingsmore,winston salem,27104
02162889,linda,moseley,mount airy,27030
02543597,rhett,high,raleigh,27614
05905674,nichole,stoddard,wilmington,28412
06860574,nancy,phillips,charlotte,28278
05057255,eunice,babalola,harrisburg,28075
02754822,linda,keener,greensboro,27406
01860115,matthew,lowery,hendersonville,28792
02738328,zella,davis,fayetteville,28311
01411991,daisy,green,wilmington,28401
05465452,william,rogers,murphy,28906
00538895,vivian,whiteman,wilson,27893
05086004,sierra,turner,durham,27705
05473174,traci,williams,salisbury,28144
05377346,cruz,gonzalez-jones,washington,27889
05129571,dustin,ellis,morganton,28655
04148310,elisa,mercado,wake forest,27587
02042606,john,williams,tabor city,28463
06326132,gregory,haldeman,cary,27519
06908818,ciera,grey,pendleton,27862
06904063,teresa,conner,west end,27376
03665277,gary,bauer,matthews,28105
01342487,pattie,satterwhite,pinetops,27864
00193556,mary,rhyne,gastonia,28052
04727632,rita,desai,fayetteville,28305
05432219,donald,linville,winston salem,27107
02868908,susan,gardner,cary,27513
07640285,kaitlyn,fayer,sanford,27330
05820650,william,auret,monroe,28110
03654174,eric,fountain,new bern,28560
05994486,reneesha,watford,ahoskie,27910
08207931,angela,mccoy,pittsboro,27312
07136841,matthew,crouch,charlotte,28213
04567984,andrea,stewart,statesville,28677
04834565,meredith,polansky,leicester,28748
00343149,james,furches,winston salem,27106
02681670,judy,privitera,wrightsville beach,28480
05609052,michael,loftus,plymouth,27962
03173178,elizabeth,aben,apex,27502
07350534,danielle,plourd,stoneville,27048
02987773,crystal,gaskell,greensboro,27410
03580902,james,metrakos,raleigh,27609
05925340,lynette,carmona,fayetteville,28306
02793334,gail,hart,kernersville,27284
00144436,harry,pearsall,rocky mount,27803
02718252,teresia,medley,winston salem,27104
06764190,barbara,gabriel,creedmoor,27522
04579594,ronnie,chestnutt,cameron,28326
00665355,sherman,mcclure,tryon,28782
01280815,susan,harris,black mountain,28711
00083156,paul,spoon,greensboro,27410
03385455,jacqueline,nunez,charlotte,28202
00400975,joyce,fox,burnsville,28714
06050383,cassandra,jordan,wilmington,28412
00779416,johnnie,burtscher,havelock,28532
06129452,cindy,burkart,jacksonville,28540
02182955,gale,kirk,richfield,28137
01726832,john,kerhoulas,mooresville,28117
05123225,christopher,attucks,winston salem,27107
05494771,douglas,bice,goldsboro,27534
00159630,nettie,crowe,whittier,28789
00440595,patricia,pegram,durham,27707
03974272,john,mclaurin,chapel hill,27517
06681851,william,wagner,high point,27265
05486956,darry,saunders,fayetteville,28314
05420289,timothy,gordon,kannapolis,28081
06332736,timmie,richardson,rocky mount,27804
04212320,charlie,woodard,raleigh,27603
05009188,starkeisha,williams,windsor,27983
06258631,gwendolyn,perry,sanford,27332
06407189,irene,white,kinston,28501
06047492,kelly,nolan,camden,27921
03153146,andrew,mattick,sanford,27330
04784478,susan,stagliano,charlotte,28226
03603474,charlene,ward,franklin,28734
07872863,gary,ticknor,fletcher,28732
03883507,carmine,ricciardelli,asheville,28804
04904921,nancy,roberts,greensboro,27407
04588809,judy,goodwin,windsor,27983
05703728,nikki,harris,windsor,27983
06601763,jetzy,rodriguez,havelock,28532
02674475,brian,upton,cary,27519
00425672,grady,love,pinnacle,27043
06687949,christopher,cramer,kill devil hills,27948
07669240,joseph,pollock,jacksonville,28540
06718148,shannon,fischer,morrisville,27560
06361526,george,wells,fayetteville,28303
05311408,tracy,boger,greensboro,27406
06320135,brent,porter,lumberton,28360
04868006,ryan,o'connell,rocky mount,27804
04158467,erin,carson,newport,28570
01621473,rhonda,yarborough,shelby,28150
01175263,laurie,gardner,marion,28752
05737967,dennis,tilly,fayetteville,28304
03724410,jeff,lee,germanton,27019
05747218,peter,lynch,creedmoor,27522
03378581,eunice,yankiv,columbus,28722
00764918,richard,clemmons,bolivia,28422
00381373,earl,hardin,spindale,28160
06609515,joey,popwell,dallas,28034
05508407,john,leclerc,garner,27529
02442775,janet,hunt,charlotte,28226
05978071,john,clark,louisburg,27549
01661902,tonia,teachey,julian,27283
01856578,william,nolen,gastonia,28056
03762643,sharon,tinga,castle hayne,28429
07218724,uniqwa,morrison,aberdeen,28315
03816614,donald,starnes,kannapolis,28081
05602172,caleb,gallant,charlotte,28227
00944420,robert,wisham,asheville,28805
03931024,christy,foushee,bear creek,27207
02285813,fred,davis,greensboro,27401
06015093,nydia,rolon,high point,27265
03857301,cynthia,hall,charlotte,28226
05167195,kelly,lowder,kannapolis,28083
00712449,emma,milam,lexington,27292
05701613,eugene,jackson,charlotte,28217
05407475,minnie,griffin,charlotte,28215
03760686,albert,dixon,wallace,28466
01300164,william,harris,winterville,28590
03051559,suzanne,roberts-parente,pfafftown,27040
04825889,blake,allen,hayesville,28904
03042795,deborah,bright,mooresville,28115
03298735,brenda,browninger,concord,28027
06144135,everett,mccandies,burlington,27217
00663668,cynthia,hovis,lincolnton,28092
05242331,steven,dillon,fuquay varina,27526
07615353,logan,shively,clayton,27527
03590862,carlton,hunt,wilson,27893
05414367,jerrett,coffey,hayesville,28904
05610277,kelvin,huffin,magnolia,28453
05694905,matthew,rowles,graham,27253
07214606,richard,gallo,leland,28451
02854859,cheryl,spencer,asheboro,27203
03353707,alice,voves,flat rock,28731
05151628,janice,wesson,high point,27262
05117746,julio,gallo,harrisburg,28075
04980299,lisa,ransome,fayetteville,28311
00255810,eva,thomas,greensboro,27410
00304379,ruth,johnson,north wilkesboro,28659
06047873,rebecca,micucci,elizabeth city,27909
02097849,sherri,roten,millers creek,28651
06707119,matthew,ferguson,candler,28715
05344051,karen,argenti,edenton,27932
07669687,steven,fisher,lillington,27546
04830791,whitney,horne,tobaccoville,27050
01395407,steven,winborne,four oaks,27524
01399370,bill,wensil,concord,28025
03186365,jennifer,hodorowicz,cary,27519
00193776,thomas,warlick,newton,28658
07399122,jamie,newman,kannapolis,28083
06004122,robert,haynes,stanley,28164
01701471,thelma,artis,wilson,27893
07677472,elisha,edmundson,durham,27703
00300827,sarah,crawley,vale,28168
03169157,terry,conyers,raleigh,27603
06608931,beverly,evans,huntersville,28078
01807910,susan,wagoner,jonesville,28642
05451534,ryan,scott,new bern,28562
03056440,roberta,woods,lumberton,28358
00868920,elizabeth,hutchinson,pine knoll shores,28512
07911108,gary,like,troutman,28166
07600257,jessica,wall,rocky mount,27804
07840345,sarah,giberson,raleigh,27614
01258351,mary,golden,new bern,28562
02812476,catherine,martin,charlotte,28205
05948114,jeremy,sears,gibsonville,27249
03088195,barbara,kamp,davidson,28036
02887710,fred,gregg,asheville,28804
03797851,robert,barron,charlotte,28269
02239045,rosa,allred,greensboro,27406
04862156,vernon,caudill,midland,28107
02222555,pervis,bailey,creedmoor,27522
07573321,maci,shepard,kings mountain,28086
01149003,rebecca,paschal,reidsville,27320
07620031,mark,ries,emerald isle,28594
00619685,david,hawkins,rocky mount,27803
01002085,gwenyth,campen,red springs,28377
01564571,elizabeth,pendergraft,garner,27529
02397633,nicole,bunch,wilmington,28405
07145495,terry,hill,new bern,28562
07316850,lyudmila,vaynshteyn,charlotte,28226
05000998,brandon,michalak,walkertown,27051
04614689,shervon,setzer,stony point,28678
04377751,kellie,acklin,winterville,28590
05730431,rebekka,houze,emerald isle,28594
04838632,kenneth,lung,walkertown,27051
05100064,edgar,hall,zebulon,27597
05101416,eileen,lindsay,asheville,28801
02840098,mark,bodwell,raleigh,27605
07509996,james,allen,zebulon,27597
02105327,terry,powers,claremont,28610
04385869,pamela,hulin,thomasville,27360
05940563,paul,harris,new bern,28560
06716775,paul,strong,asheville,28804
07146308,rochelle,stroup,hendersonville,28792
03645101,india,black,charlotte,28210
06024362,banaras,khan,charlotte,28212
06674927,francisco,barron,shallotte,28470
01036462,denise,walden,hendersonville,28792
06233229,joel,aills,waynesville,28785
04772080,michael,kowalick,west end,27376
05082459,jack,brown,asheville,28804
06357658,walter,smith,charlotte,28208
07450530,larry,whitfield,greensboro,27406
07568684,cleveland,banks,kinston,28501
08113781,michael,hess,autryville,28318
04297316,william,freeman,thurmond,28683
01942368,sonya,mcgriff,charlotte,28208
08091391,stacy,shjarback,matthews,28104
01538087,sharon,huffman,robbinsville,28771
04213891,zachary,page,lincolnton,28092
04660139,cara,lewis,sanford,27330
07411077,elizabeth,woodward,chapel hill,27516
02174963,ian,ainslie,charlotte,28202
05609059,jennifer,beatty,wilmington,28403
00165233,harry,kellam,raleigh,27609
03416745,monica,macomber,charlotte,28227
04980728,kristi,fowler,matthews,28104
05605831,stacey,palmer,gastonia,28054
07767453,samuel,evans,morrisville,27560
01672592,gordon kui,lee,chapel hill,27517
03347955,william,coles,charlotte,28277
07177834,delvon,bailey,wilson,27893
05748199,roberta,carver,sanford,27332
04506505,reo,roberson,fayetteville,28311
06380873,franco,houston,fayetteville,28306
08070967,cassandra,fahey,chapel hill,27514
01135745,james,sexton,weaverville,28787
00159873,larry,burgess,oakboro,28129
00407617,evelyn,baker,charlotte,28216
03920620,gloria,cadorette,oxford,27565
00100017,martha,helms,charlotte,28227
01358499,william,stephens,apex,27502
01221718,danny,gentry,mebane,27302
05714213,grace,blackman,asheville,28805
04027072,james,hemphill,franklin,28734
05717967,robert,fruge',mount holly,28120
05076263,regina,barney,mocksville,27028
07048795,victor,ruiz,thomasville,27360
06946447,kenneth,watson,littleton,27850
03397533,kitty,zeniou,hillsborough,27278
03415706,margaret,mooney,lenoir,28645
00054154,annette,henderson,wallace,28466
06549304,justin,keller,arden,28704
00623479,larry,mccorkle,charlotte,28215
00279117,brenda,hollifield,marion,28752
01010196,edwin,williams,wilmington,28409
06326842,dennis,swain,fort bragg,28307
01199092,anthony,hodges,ruffin,27326
01495297,teresa,johnson,statesville,28625
02088856,roy,elliott,candler,28715
06021015,martha,collado,raleigh,27610
01985562,susan,white,windsor,27983
06564130,valleria,walker,whiteville,28472
01476339,sandy,nesbit,valdese,28690
04233353,chad,jones,charlotte,28203
05799709,errikos,anagnostopoulos,raleigh,27606
07511999,roopa,panduranga,chapel hill,27514
00693022,nathaniel,long,roanoke rapids,27870
03333948,sonya,jordan,hope mills,28348
07898328,limor,schwartz,raleigh,27615
05702208,robert,danford,atlantic beach,28512
01757247,debora,toomes,archdale,27263
08095724,bonita,patrick,wake forest,27587
05816407,rickelle,alfaro,rocky mount,27803
05081237,stephanie,reedy,durham,27705
03613096,abby,hinson,charlotte,28269
04920532,richard,harris,winston salem,27106
05496174,misty,self,spruce pine,28777
00923886,peter,biddle,winston salem,27106
07862503,jimmy,arrington,rocky mount,27801
01408954,jonette,godwin,pembroke,28372
00928980,elizabeth,cobb,morganton,28655
08117722,robyn,arcangel,wake forest,27587
06817187,connie,golden,north wilkesboro,28659
02764219,cynthia,davis,rocky mount,27804
03223644,michael,saunders,high point,27265
01091246,john,whitley,richfield,28137
04415791,john,orourke,raleigh,27613
07915685,hadley,thompson,charlotte,28278
05019670,barbara,snipes,pilot mountain,27041
07673654,james,sherrod,raleigh,27613
04090906,kimberly,eaton,durham,27713
02968911,laura,perry-hipps,fairview,28730
00041323,thomas,haymore,winston salem,27105
02277408,renee,walkowe,bahama,27503
06574030,patrick,andrew,cary,27519
05994466,stella,holmes,garysburg,27831
07947481,emily,burke,durham,27705
02396877,neil,dowd,west end,27376
07658020,bronwyn,falconer,charlotte,28205
07314872,claire,sanderson,raleigh,27613
04925097,iesha,galbreath,maxton,28364
08147971,rafael,santos,fayetteville,28311
04304228,wanda,lewis,teachey,28464
03733244,reema,ghannam,charlotte,28277
01585355,patricia,ganster,charlotte,28208
00676745,jeanne,rector,connelly springs,28612
03834461,julie,glenn,concord,28027
06129853,shannon,elmore,harrisburg,28075
03398560,judith,krzywonos,browns summit,27214
05954356,brittany,myers,dunn,28334
05991646,dana,inniss,winston salem,27103
06712148,ricky,hartness,gastonia,28056
04749732,sophia,jackson,spring lake,28390
02157827,kimberly,fisenne,charlotte,28277
04453380,rikki,helgason,winston salem,27103
06498962,amanda,yokeley,raleigh,27612
06143492,martina,ostyee-hoffman,asheville,28801
05056597,jonathan,meares,godwin,28344
01170881,marie,lawrence,henderson,27536
06124064,douglas,ricken,raleigh,27617
01034664,carolyn,powell,ahoskie,27910
07775647,docia,russell,selma,27576
01074248,mark,lawrence,charlotte,28211
02431393,walter,hope,washington,27889
02106812,nathan,tongel,lexington,27292
05674528,jasmine,kersey,charlotte,28269
07919596,connor,schlaff,charlotte,28277
07058772,tara,gamble,charlotte,28269
05819399,diana,dutremble,havelock,28532
06391953,kimberly,goff,lexington,27292
03638599,courtney,ellington,wilmington,28411
01228551,sarah,tharpe-winchell,greensboro,27455
01668659,reba,white,big creek area,37821
00749299,william,smith,greenville,27834
05271618,paul,strobel,durham,27705
05430744,kevin,floyd,charlotte,28227
01499996,hugh,sanders,winston salem,27106
02277720,andrew,thompson,kinston,28504
06858416,inez,king,raleigh,27613
07766131,zainab,lakhany,gastonia,28056
07094495,mehul,mistry,eden,27288
05225601,sylvia,kernes,broadway,27505
02401150,edward,dowdell,wilmington,28411
03466542,john,allison,mebane,27302
06155382,mario,benavente,fayetteville,28311
04669413,malak,atut,greenville,27834
04768169,ward,goodwin iii,charlotte,28226
04566122,matthew,luther,carolina beach,28428
02151040,jane,emery,pittsboro,27312
02469753,mark,childress,mt pleasant,28124
04253108,ronald,neal,new bern,28562
07362087,edward,driscoll,raleigh,27607
03190786,peggy,daughtry,four oaks,27524
06995604,gregory,chandler,mebane,27302
02502953,katherine,marrow,leicester,28748
02918177,joseph,grady,beulaville,28518
02618374,micah,sherrill,hendersonville,28792
03109009,shirley,weldon,hertford,27944
06850087,jennifer,billups,mooresville,28117
08179267,terry,dawkins,kings mountain,28086
04749780,robert,ramey,charlotte,28226
01744770,lorie,styles,nashville,27856
02425257,derek,caulder,raleigh,27603
02189773,patricia,watson,mt olive,28365
08147850,shakeria,lomax,greensboro,27412
07903443,robert,barber,gastonia,28054
06419274,angelica,bell,durham,27701
01114757,harold,bledsoe,winston salem,27103
02879807,byron,dunning,raleigh,27603
07671373,gregory,pendergraft,raleigh,27617
07510981,omajae,ross,chapel hill,27514
04058923,kimberly,adkins,valdese,28690
03958641,alan,seals,fairmont,28340
04677018,marsha,strickland,lexington,27295
05477369,anastasia,duggan,fuquay varina,27526
03151189,mary,fairley,north topsail beach,28460
07825026,rochelle,kullman,pittsboro,27312
04098358,zackary,clutter,cameron,28326
05250541,walter,thomas,locust,28097
05446186,savannah,baker,wendell,27591
05558056,yolanda,johnson,raleigh,27610
01210056,shannon,daniels,thomasville,27360
01883549,anne,baker,elon,27244
00864532,bertie,foley,randleman,27317
01614341,allison,jones,gastonia,28056
04189024,salena,sampson,asheville,28804
00263542,mary,wood,winston salem,27103
06184145,ted,ford,kings mountain,28086
06276518,cayjeon,mcdonald,charlotte,28277
04139037,philip,lee,washington,27889
01012411,carlton,gaskins,ahoskie,27910
03461895,jeramy,bowers,new london,28127
04792955,tony,davis,morrisville,27560
04252209,lisa,austin,asheville,28806
04851030,shannon,rusher,boone,28607
04087961,michele,byrd,charlotte,28216
06220851,marcus,owens,china grove,28023
05661705,clennie,lee,snow hill,28580
07173222,darren,meadows,charlotte,28262
00021242,jacob,cobb,liberty,27298
04395359,deborah,lessner,shallotte,28470
06072040,martha,harrington,charlotte,28203
05964834,tammy,martinez,huntersville,28078
06831124,robert,edwards,jacksonville,28540
07457874,jordan,holden,murfreesboro,27855
05258544,amy,waters,asheville,28803
00623427,james,black,fuquay varina,27526
04245350,james,chapman,charlotte,28273
07662296,abdel,roa,mooresville,28117
07370148,trischa,cripps,mills river,28759
03867892,sonia,lai,raleigh,27605
02398251,henry,smart,asheville,28805
03761609,daniel,buie,charlotte,28277
02719954,mary,harris,winston salem,27103
05481684,john,henderson,holly springs,27540
06030114,alma,dent,rocky mount,27804
06133285,jerry,parker,oxford,27565
03023184,christopher,johnson,raleigh,27603
05195384,anne,newton,concord,28027
06420000,matthew,natusch,youngsville,27596
08031986,lester,ensley,stanley,28164
02837150,jennifer,fields,apex,27502
05829404,margaret,gould,charlotte,28217
05957252,michael,forsterling,cary,27519
06329487,paul,godwin,iron station,28080
06380575,ronald,foster,greensboro,27409
00070840,janet,nelson,burlington,27215
06403547,nicole,capik,wilmington,28412
07218324,aspen,hanna,durham,27707
00021110,avery,apple,greensboro,27408
05281217,edward,ulmer,durham,27713
07210509,amber,nicolayev,garner,27529
02547778,susan,craig,concord,28025
03682448,kimberlie,shipley,fayetteville,28305
01058273,linda,watkins,garner,27529
05648262,pamela,fowler,hope mills,28348
02273326,michele,quick,charlotte,28216
01768980,waltraud,skipper,mooresville,28115
01490156,gloria,ernest,chapel hill,27514
02439058,diana,shoff,candler,28715
00250946,samuel,hawkins,salisbury,28144
04281253,amanda,farabow,lexington,27295
02628973,annie,williams,knightdale,27545
01977275,janine,dease,hillsborough,27278
04353324,douglas,luckett,summerfield,27358
04689839,jo,spann,otto,28763
02881025,michael,mckiver,elizabethtown,28337
01281272,sarah,jordan,lexington,27295
03202364,frederick,richardson,indian trail,28079
05557028,jeffrey,dahlberg,durham,27708
01777043,roy,coleman,carolina beach,28428
00029355,grace,furman,raleigh,27615
02437314,julies,lea,burlington,27217
00713689,bonnie,watson,oxford,27565
01234143,edwin,peters,lenoir,28645
02700519,michael,heins,topsail beach,28445
04193191,betty,dayvault,wilmington,28403
05935469,deon,gray,asheville,28806
02463618,barbara,stanfield,arden,28704
06793311,latha,baddigam,matthews,28104
04398010,franklin,campbell,statesville,28625
03205505,anne,boyd,princeton,27569
05324199,donald,hurst,sherrills ford,28673
01478773,jennifer,davis,black mountain,28711
00641661,james,draughn,denton,27239
07117133,richard,churn,belmont,28012
07787290,joseph,creech,roanoke rapids,27870
02210389,mary,rice,charlotte,28210
07666989,jody,haggins,bolivia,28422
02023868,jackie,powell,greensboro,27410
07586640,alshemiah,logan,moravian falls,28654
04548403,phyllis,banther,morganton,28655
04532315,consuelo,seals,fairmont,28340
02862527,tommy,helms,wingate,28174
00305320,james,mcroy,greenville,27858
08159580,donald,farmer,old fort,28762
05624310,charles,moon,bunn,27508
01110908,juliane,roberts,durham,27707
02107439,jason,corum,reidsville,27320
03263271,kirsten,pataky,apex,27539
03319405,erin,ulrich,durham,27704
07261429,juan,jaramillo,charlotte,28277
05231205,hayward,jacobs,greensboro,27409
02371749,george,hopkins,reidsville,27320
03546743,charity,hand,hickory,28601
04737753,lance,ritchie,fayetteville,28303
06432161,jose,zuniga,charlotte,28269
05228506,christopher,duncan,durham,27707
05876568,andrea,franceschelli,charlotte,28202
01757081,carl,batson,hampstead,28443
03270095,marlene,taraska,hickory,28601
03706502,geneva,brooks,gastonia,28052
03200357,william,cherry,durham,27704
05096100,laura,dey,high point,27265
03233235,james,crocker,sharpsburg,27878
04572707,jacqueline,capriglione,raleigh,27616
05825439,amanda,castaneda,cary,27519
02850818,william,twine,moyock,27958
05182262,ryan,messer,waynesville,28785
05506731,tarren,williams,raleigh,27604
02707594,donnie,kennedy,polkton,28135
06269511,stephen,aspinwall,high point,27262
05057862,joseph,jerome,hertford,27944
07031563,dina,sieroslawski,clayton,27527
06138682,joey,allen,tobaccoville,27050
02416953,james,merrifield,rockwell,28138
03068738,darlene,anderson,jacksonville,28546
01259744,frank,grant,arden,28704
07646357,luke,ludke,clayton,27527
08074806,kenneth,madison,mars hill,28754
06363886,jennifer,hilliard,lexington,27292
05358583,joshua,harrison,huntersville,28078
02249877,amanda,sublett,greensboro,27410
02485859,angelia,whitsett,raleigh,27615
06677139,laquan,pearsall,lagrange,28551
04615498,pamela,noah,arden,28704
03093724,jody,hatley,raleigh,27615
06596607,stony,patterson,spruce pine,28777
07396359,cole,maudlin,jacksonville,28540
01232146,jesse,brown,durham,27703
00357297,john,sumner,greensboro,27409
00320037,betsy,smith,halifax,27839
04245014,mary,hatley,franklinton,27525
07424103,christopher,delgado,raleigh,27609
03514403,catherine,powell,farmville,27828
02000086,starlett,brinkley,troutman,28166
04899200,thelma,moffitt,west jefferson,28694
02532764,alfred,white,knotts island,27950
00801343,dorothy,benfield,newton,28658
03182272,heather,hines,raleigh,27612
01444542,william,smith,asheville,28805
04431970,adam,esselman,mooresville,28115
04244143,sarah,jones,sanford,27330
06215332,sarah,kouns,asheville,28803
00150202,elaine,freeman,staley,27355
07946442,kiara,griffin,mooresville,28117
02879186,antoine,gore,winston salem,27110
05927994,jason,rivers,salisbury,28144
03601679,wendy,macdonald,chocowinity,27817
05931908,jason,chavis,creedmoor,27522
01396935,micheal,parker,fayetteville,28306
05917309,christopher,baker,raleigh,27610
03497193,eric,johnson,greensboro,27403
01995955,michael,owenby,belmont,28012
02088662,ronald,wells,arden,28704
00667359,claudia,crist,mount holly,28120
06389419,allie,cheek,harrisburg,28075
00334840,martha,overton,ahoskie,27910
05280304,ann,mcclain,hickory,28601
07724463,george,van wert,fayetteville,28301
04230004,tracey,harvey,raleigh,27610
01541405,susan,harris,haw river,27258
03480189,nixon,sutton,fayetteville,28306
04014095,deborah,gay,bailey,27807
03718877,william,meisel,erwin,28339
01370445,kenneth,long,raleigh,27616
07304191,krystal,taylor,henderson,27537
05266990,jane,ruby,indian trail,28079
05029150,donald,riley,raleigh,27613
03700587,karey,digh,drexel,28619
06933840,dianna,keller,hendersonville,28792
07127261,jalan,lockhart,monroe,28112
03742291,john,padgett,new bern,28560
01406780,barbara,teachey,surf city,28445
06347063,mary,edrington,raleigh,27601
01565378,lounette,black,fuquay varina,27526
03237502,frances,vanvlack,oak ridge,27310
05675528,kasey,lowman,valdese,28690
04675700,floyd,higgs,arden,28704
01546011,ellen,hill,chapel hill,27517
07494888,anna,colson,burlington,27215
00555412,janet,inge,south mills,27976
07771630,kathleen,hall,laurel springs,28644
07561106,winston,rhym,fayetteville,28312
01188329,virginia,brown,greensboro,27403
06910594,marcia,wood,candler,28715
07779953,whitney,cheek,carrboro,27510
01405205,james,clodfelter,greensboro,27455
05211385,matthew,hubler,leicester,28748
02806658,patience,cistone,smithfield,27577
02166519,arthur,mcbay,chapel hill,27517
04190434,iris,brown,greensboro,27406
02314752,doris,jarrett,winton,27986
04182281,deborah,smith,chapel hill,27517
00288196,laura,bostic,wilmington,28401
02010999,lester,taylor,canton,28716
05526160,cristina,yandall,fayetteville,28303
07225417,william,buie,concord,28027
04308557,crystal,lowndes,chapel hill,27516
06677186,rebecca,davidson,beaufort,28516
01505143,karen,sheffield,china grove,28023
07428548,ashley,douglas,durham,27703
00212412,bennie,bradley,durham,27705
00037568,k,stafford,kernersville,27284
05133857,robin,wilson,durham,27713
01976300,stacy,wicker,randleman,27317
04887417,kevin,yates,elizabeth city,27909
03570214,richard,yakubowski,greenville,27834
02728202,michael,toler,dallas,28034
01660180,betty,vann,conway,27820
05390356,sherwood,williams,grifton,28530
07179929,taylor,hall,asheville,28804
05165766,christy,lane,goldsboro,27530
05920409,yaphet,graham,charlotte,28226
04007155,myra,lewis gaines,raleigh,27603
03490976,daphne,powell,greensboro,27401
05819901,gary,webb,denver,28037
03013030,bishop,minter,greensboro,27405
02763431,kimberly,huffman,dunn,28334
05033776,mary,sigmon,maiden,28650
05532262,zuri,harris,biscoe,27209
06137070,elaine,cahill,raleigh,27604
04560157,rashad,zubaidi,durham,27707
01130004,ann,adams,salisbury,28144
08074462,matthew,cunningham,chapel hill,27516
05412705,sheyenne,shropshire,durham,27713
07007891,tyler,honeycutt,graham,27253
03831528,melissa,szewczyk,garner,27529
05256478,quinton,davis,monroe,28112
05153138,thomas,keene,leland,28451
04921529,gregory,aldred,swansboro,28584
03775045,vivian,bennick,concord,28027
00846134,margaret,brown,bessemer city,28016
05604397,melissa,taylor,boone,28608
08159538,amanda,wagoner,east bend,27018
02556070,timothy,reed,mount airy,27030
02622095,terri,mcneil,wilmington,28401
07796902,jacob,parris,hickory,28601
00274741,loraine,dickens,burlington,27217
07454546,brandon,davis,fayetteville,28304
03998210,daniel,kurtz,snow camp,27349
05603416,paul,blakley,goldsboro,27530
07905434,jamia,smith,charlotte,28205
01840773,tonya,dale,dunn,28334
03882563,autumn,freeman,marshall,28753
00845801,barbara,belote,new bern,28560
00121401,stathel,spruill,creswell,27928
00470723,katherine,owen,charlotte,28227
06643170,kimberly,widinski,jacksonville,28540
04650866,nicholas,worley,marshall,28753
01039225,edith,ingle,weaverville,28787
03644619,robert,donovan,linville,28646
04249635,deborah,pierce,greensboro,27408
07029222,jessie,williamson,roxboro,27573
07160757,d,voyles,mooresville,28115
07999709,james,williamson,lowell,28098
04732247,monique,fitz,jacksonville,28546
01249942,john,warman,gastonia,28056
01793659,ersilia,filauro,raleigh,27615
02560159,doreen,capwell,hope mills,28348
03086079,robert,thompson,burnsville,28714
07816929,lanesia,mclean,winston salem,27101
00440133,lynn,teague,charlotte,28215
02684080,kathryn,mewbourne,spencer,28159
01439378,lynn,mccain,hickory,28601
08205571,william,messer,durham,27705
04246856,tracey,inman,greensboro,27407
02047993,hubert,topper,waynesville,28785
05132149,janice,clark,maxton,28364
00165085,vivian,davis,jonesville,28642
07125388,dalton,elmore,lawndale,28090
06205550,amani,newell,jacksonville,28540
03020745,randell,clark,waxhaw,28173
05771134,karin,neel,charlotte,28202
04107854,angela,bosso,williamston,27892
02232257,tammy,koscal,raleigh,27616
01930295,robert,seltzer,greensboro,27455
00265497,pearl,massengale,nashville,27856
05577571,gina,ambrosino,greensboro,27410
03904486,roxanne,armstrong,wilson,27896
01872476,james,mabe,morganton,28655
05722218,angelin,santos,wilmington,28405
06954288,hope,mikat,winston-salem,27107
00460900,nelson,whitley,raleigh,27614
06993878,troy,bullock,williamston,27892
06307286,sherry,ward,supply,28462
03011336,larry,demetrelis,greensboro,27405
04723023,irving,dunn,rocky mount,27804
02697863,d-wan,barnes,maxton,28364
04227176,arnold,white,whittier,28789
05859446,neal,landenberger,zebulon,27597
06559595,jingwen,xu,chapel hill,27516
02341783,linda,sheetz,charlotte,28215
05229884,roy,holloman,dunn,28334
05062088,lynnette,searles,greenville,27858
05270135,dana,dominique,charlotte,28269
01482438,robert,powell,nashville,27856
00839120,mattie,lynch,enfield,27823
01368118,william,coln,raleigh,27607
07345457,kellye,brenner,mooresville,28117
05136470,charles,henry,clyde,28721
03596034,emma,roof,cary,27511
04675883,margaret,drewett,louisburg,27549
05410044,damon,glover,charlotte,28273
05129103,adam,butts,advance,27006
03019362,stephen,lawson,wilkesboro,28697
01008569,dawn,hart,greensboro,27407
04633557,gaffney,gunter,knightdale,27545
04193733,gertrude,chmielewski,new bern,28560
03742861,stephen,sherrill,statesville,28677
02148232,june,hunt,fairmont,28340
06502378,carmen,pintado,kernersville,27284
06058711,tracie,myrick,bennett,27208
03768535,kimberly,smith,swan quarter,27885
04100760,marc,bitner,holly ridge,28445
00178292,doris,english,hickory,28601
07131126,quandarius,mcknight,walkertown,27051
07449975,bradley,bailey,fairview,28730
00649820,earl,spell,autryville,28318
05444179,bobby,glenn,raleigh,27616
06962297,kara,amici,wilmington,28403
05228669,stacy,crabtree,durham,27705
06851140,natalie,thom,chapel hill,27516
00453829,jacqueline,stroman,rockingham,28379
06188651,carolyn,carmack,bethel,27812
03616699,billy,chrisman,greensboro,27455
00018496,j,baggett,windsor,27983
06895966,ikita,aaron,charlotte,28208
03185711,richard,johnson,cornelius,28031
05053384,eleanor,limpert,raleigh,27612
03646929,joyce,calloway,winston salem,27106
07238940,ann,green,morganton,28655
05052833,janette,jones,hendersonville,28739
00820162,edward,holloway,charlotte,28227
01613936,james,gray,scotland neck,27874
00104699,kay,hill,raleigh,27609
08089077,brittany,lambright,greenville,27858
00548512,barbara,campbell,lillington,27546
00239911,ruby,jones,mocksville,27028
04597303,jeffrey,gannon,wilmington,28409
05281398,donald,willard,wilmington,28411
